domain,software,users,signup,uptime_alltime
andrereichel.de,wordpress,1,False,99.92
andrew.ghost.io,ghost,1,False,100.0
andrews.me,mastodon,1,False,
andrewtalbot.io,mastodon,1,False,
androiddev.social,mastodon,3250,True,
androidmanife.st,mastodon,1,False,
andrzejjozwik.pl,wordpress,2,False,98.87
andy.domains.unf.edu,wordpress,1,False,99.01
andy.teknostatik.co.uk,wordpress,1,False,99.42
andybalaam.uk.to,mastodon,1,False,
andypiper.co.uk,mastodon,2,False,
andyrush.fedihost.io,peertube,2,False,99.96
andyrush.net,wordpress,1,False,99.66
angelageorge.com,wordpress,1,False,100.0
angelostavrow.blog,writefreely,1,False,99.89
angelou.club,mastodon,5,True,
angelpictur.es,mastodon,3,False,
angels-of-god.com,wordpress,4,False,99.81
anglophone.world,mastodon,2,True,
ani.social,lemmy,1552,True,99.65
ani.work,mastodon,2759,True,
animal-crossing.mastportal.info,mastodon,262,False,
animal.business,mastodon,45,False,99.9
animalliberationsummit.org,mobilizon,14,True,99.96
animamundi.masto.host,mastodon,2,True,
anime.boats,mastodon,0,True,
anime.midday.top,misskey,8,False,99.72
animelog.grayrecord.com,wordpress,1,False,98.81
animeomake.com,mastodon,1,True,
animone.net,mastodon,0,False,
anisaga.life,mastodon,178,True,
anml.io,mastodon,5,True,99.91
annakirche.at,mastodon,2,False,
annalist.noblogs.org,wordpress,2,True,99.61
annameurer.com,wordpress,1,False,98.85
annascrafts.com,wordpress,1,False,96.06
annasvavrum.com,wordpress,2,False,98.51
annex.coffee-break.cc,mastodon,88,True,
annex.fedimovie.com,peertube,7,True,93.17
annihilation.social,mastodon,120,True,
anonsys.net,friendica,221,True,98.85
anothersuper.social,mastodon,13,True,99.79
ansible.jshwlkr.info,mastodon,1,False,
ansico.dk,mastodon,1,False,99.91
ansiktsburk.se,mastodon,4,True,
ansole.org,wordpress,1,False,98.79
antani.cyou,mastodon,6,False,
antani.pm,akkoma,10,False,98.65
antarian.social,mastodon,2,True,
antderosa.com,wordpress,2,False,100.0
antenna.toby.sh,mastodon,2,False,
antennine.noblogs.org,wordpress,1,True,99.06
anthem.shadowlan.net,mastodon,1,False,
anthuansousa.vivaldi.net,wordpress,1,False,99.94
anti-social.online,mastodon,53,True,99.01
anticapitalist.party,mastodon,1955,False,99.93
anticapitalista.it,mastodon,24,True,99.95
anticapitalistcatgirl.club,mastodon,12,True,
antifabochum.noblogs.org,wordpress,1,True,98.66
antifamahe.noblogs.org,wordpress,2,True,98.66
antigram.org,mastodon,16,True,
antiimperialiststruggle.noblogs.org,wordpress,1,True,99.32
antiquated.systems,mastodon,3,True,
antisleepdevice.de,mastodon,1,False,
antisocial.cobryce.com,mastodon,0,False,
antisocial.existentialdread.com,mastodon,3,False,99.96
antisocial.iamincredibly.gay,iceshrimpnet,2,False,99.77
antisocial.kdn.hu,friendica,0,False,99.94
antisocial.ly,mastodon,5,False,99.2
antisocial.science,mastodon,311,True,
antisocial.worsethannothing.net,friendica,0,False,99.95
anton-tartz.de,wordpress,1,False,99.81
antonioaugusto.net,wordpress,2,False,99.89
antranigv.am,wordpress,1,False,98.13
antroblogi.fi,wordpress,65,False,99.6
antropocosas.noblogs.org,wordpress,1,True,100.0
anubeloredelana.art,mastodon,4,True,99.94
anubis.social,mastodon,7,True,99.97
anyehua.xyz,misskey,7,False,100.0
anymanystreams.cc,misskey,3,False,99.88
anyway.org,mastodon,0,False,
aoharu.place,misskey,11,True,99.86
aoikaze.social,mastodon,8,True,99.65
aoir.social,mastodon,424,True,
aoisensi.vivaldi.net,wordpress,1,False,99.89
ap-risrss.teigtascherlfabrik.net,mastodon,15,False,
ap-worker.39sho.workers.dev,ap39sho,1,True,100.0
ap.06032307.xyz,mastodon,0,False,
ap.alexjanka.com,mastodon,1,False,99.55
ap.arkanosis.net,mastodon,2,False,
ap.bluecatnet.work,mastodon,1,False,
ap.diegoveralli.net,mastodon,3,False,
ap.dny.social,mastodon,2,False,
ap.duh.org,mastodon,1,False,
ap.dvn.me,snac,1,False,99.16
ap.esquilax.uk,mastodon,0,True,
ap.hacktk.net,mastodon,2,False,
ap.insertapp.net,mastodon,1,False,
ap.insula.org.ua,snac,1,False,100.0
ap.jmuk.org,pleroma,1,False,99.95
ap.ketsuben.red,mastodon,6,False,
ap.kinktodd.com,mastodon,1,False,
ap.ledeuns.net,mastodon,0,False,
ap.lep.wtf,mastodon,1,False,
ap.makura.top,mastodon,1,False,
ap.mndet.net,mastodon,0,False,
ap.nil.im,akkoma,3,False,99.41
ap.nsr.life,misskey,3,False,99.95
ap.pachy.social,mastodon,2,False,
ap.petepuzzles.com,mastodon,1,False,
ap.remote-shell.net,mastodon,231732,False,
ap.samueldr.com,mastodon,1,False,
ap.sanwon.kr,mastodon,2,False,
ap.silverseams.com,mastodon,2,False,
ap.sip.sh,mastodon,2,False,95.89
ap.sprints.fedidev.kr,mastodon,0,False,
ap.stereo-graphica.com,pleroma,1,False,99.49
ap.teletoot.nl,mastodon,1,False,
ap.third-branches.net,mastodon,1,False,
ap.tukejonny.net,mastodon,2,False,
ap.umedasp.co.jp,mastodon,2,False,99.94
ap.upryzing.app,mastodon,2,False,
ap.wolnespoleczenstwo.org,mastodon,3,True,
ap.wtr.app,mastodon,1,False,
ap.xabirequejo.eus,mastodon,1,False,
ap0.mixne.workers.dev,petitchambre,1,False,99.97
ap0.nicolasyang.me,mastodon,2,False,
apeiron.aire.ml,pleroma,2,False,98.85
aperi.tube,peertube,39,False,97.83
aperture-1.burning.homes,mastodon,0,False,
apha.dk,mastodon,5,False,
api.canuck.network,mastodon,1,False,
apintandaparma.club,writefreely,4,False,99.7
apobangpo.space,mastodon,1251,True,99.87
apokrupha.com,wordpress,1,False,99.8
apollo.lanofthedead.xyz,peertube,2,True,95.63
apollolemmon.com,wordpress,1,False,99.86
apothecaryshed.com,wordpress,1,False,99.56
app.bikers.social,mastodon,67,True,
app.mxsglobal.com,mastodon,0,True,
app.southampton.social,sharkey,22,True,99.84
app.wafrn.net,wafrn,2370,True,98.64
appability.inclusion.cc,wordpress,3,False,98.6
appdot.net,mastodon,141,False,99.93
appellate.ninja,mastodon,1,False,
appellate.social,mastodon,84,True,
apple2.org.za,mastodon,4,False,
applenotthecomputer.online,mastodon,3,True,
appsignal.social,mastodon,2,False,
appstore-tagebuch.de,wordpress,3,False,99.92
appy.cat,mastodon,9,True,
aprhy.me,misskey,7,False,99.93
apricot.social,mastodon,7,True,
aprs.internaluse.net,mastodon,35,False,
apub.abstract.properties,pleroma,2,False,98.68
apub.けものすき.net,misskey,4,False,98.77
aqeeliz.com,wordpress,1,False,99.85
aquarium.teufel100.de,wordpress,1,False,99.49
aquariumofyourbrain.masto.host,mastodon,3,False,99.93
aquatan.net,mastodon,34,True,
arabi.gay,mastodon,114,True,99.96
arabi.social,mastodon,5,True,
arachnid.town,mastodon,40,True,
araiguma.space,mastodon,4,False,
arc-en-ciel.hostdon.ne.jp,mastodon,1,False,
arcanican.is,codename merp,4,False,99.18
archaeo.social,mastodon,957,True,
archive.nocopyrightintended.tv,peertube,3,False,99.66
archived.software,mastodon,1,False,
archivo-pirata-antifascista.partidopirata.com.ar,suttydistributedpress,1,False,99.98
archstonepress.com,wordpress,4,False,99.46
arcticwind.social,mastodon,1,True,
ard.social,mastodon,18,False,
ardennesdecouverte.com,wordpress,3,True,99.52
arduino.uno,mitra,7,False,99.94
are-we-the-baddies.isbrill.com,wordpress,1,True,99.94
are.sexy,mastodon,2,False,
aretori.com,mastodon,1,False,
arezzo.one,mastodon,9,True,99.95
arff.archandle.net,mastodon,1,False,99.98
argon.city,mastodon,19,False,
argumento.noblogs.org,wordpress,1,True,99.53
arielfinn.social,mastodon,1,False,
ariesmc21.com,kmyblue,7,False,99.95
arik.org,wordpress,1,False,41.38
arion.social,mastodon,1,False,
arize.social,mastodon,2,True,
arjoladiin.vivaldi.net,wordpress,2,False,99.96
arjunji.vivaldi.net,wordpress,1,False,99.95
arkm.media,pixelfed,2,False,100.0
arkm.social,mastodon,17,True,99.95
arkmag.rocks,wordpress,2,False,99.67
arktos.social,mastodon,10,False,
arlin.org,wordpress,1,False,99.58
arlin.photography,wordpress,1,False,99.44
armoise.co,activitypods,578,True,98.79
armpit.space,misskey,4,False,100.0
arnesocial.de,mastodon,1,True,99.53
arokk.net,mastodon,2,False,
aron.ambrosiani.se,wordpress,1,False,99.41
around.com,wordpress,1,False,99.93
arram.senta-la.cloud,mastodon,7,False,
arrifana.org,mastodon,16,False,99.18
arrrgh.online,mastodon,6,True,99.91
arsenal.collabfc.com,mastodon,5,True,
arslansah.com.tr,mastodon,22,True,
art-software.fr,mastodon,5,False,
art.glitch.monster,pixelfed,1,False,99.98
art.gnieh.org,mastodon,2,False,
art.isabellang.net,wordpress,3,False,99.99
art.librepunk.club,mastodon,407,False,
art.masto.host,mastodon,1,True,
art.sutty.nl,suttydistributedpress,1,False,99.98
artatomic.social,mastodon,1,False,99.98
artcrimes.gay,mastodon,12,False,99.14
arteyalgomas.com,wordpress,1,False,98.64
arthropod.social,mastodon,46,True,
arti.stic.earth,pixelfed,6,False,99.21
article11.org,wordpress,1,False,99.22
articles.ianbgibson.com,writefreely,1,False,99.08
articles.supp-up.social,writefreely,1,False,87.7
artikel91.eu,wordpress,5,False,99.63
artistalley.space,mastodon,40,True,99.98
artitube.artifaille.fr,peertube,34,False,96.74
artoot.xyz,mastodon,376,True,97.16
artsandculture.social,mastodon,30,True,
artsepiphany.de,firefish,9,True,99.93
artsio.com,mastodon,3946,False,
artsocial.boston,mastodon,5,True,
artsoqueer.com,mastodon,58,True,99.93
arturoserrano.site,mastodon,1,False,
aru.mol.lu,misskey,3,False,98.37
arvr.social,mastodon,1690,True,99.53
arxiv.social,mastodon,1,False,
arxkey.xyz,misskey,14,False,100.0
as-eden.org,wordpress,1,False,99.91
as89.it,akkoma,1,False,98.29
as9136.social,mastodon,2,False,
asaba.sakuragawa.moe,wordpress,2,False,86.15
asantube.stream,peertube,2,False,100.0
asaseeland.xsns.jp,misskey,4,False,100.0
asbestosden.org,mastodon,1,False,
aschaffenburg.social,mastodon,32,False,99.51
asciisnowman.yachts,mastodon,1,True,99.95
ascule.mooo.com,mastodon,1,False,
aseachange.com,mastodon,1,False,
aseasonedwritertarahuck.com,wordpress,2,False,98.87
asentientbot.ca,mastodon,1,False,
aseriesoftubes.social,mastodon,2,False,
asesoriaonlineprofesional.com,wordpress,2,True,98.51
asha-varadhi.com,wordpress,5,False,99.95
ashka.me,mastodon,3,False,99.37
ashlande.rs,mastodon,9,False,99.47
ashtonmackenzie.com,mastodon,2,False,
asimon.org,mastodon,13,True,
askatan.eu,mastodon,0,False,
askionkataskion.blogda.ch,wordpress,1,False,98.29
aslakr.folk.ntnu.no,wordpress,3,False,99.71
aso.moe,mastodon,1,False,
asocial.dauden.me,mastodon,1,False,
asocial.dk,mastodon,2,True,99.72
asocial.grimstack.xyz,pleroma,5,False,99.9
asphodel.rip,pleroma,7,True,99.93
aspiringknight.com,mastodon,26,True,
assemblag.es,hometown,666,True,99.77
asso.lgbt,mastodon,23,True,99.99
assonance.org,mastodon,3,True,
assortedflotsam.com,mastodon,66,True,
asstodon.social,mastodon,10,True,99.91
astarael.cybre.stream,owncast,1,False,99.92
astheri-art.com,wordpress,1,False,98.74
astonvilla.collabfc.com,pleroma,4,True,99.26
astoundingteam.com,friendica,0,True,99.81
astral.camp,mastodon,146,False,99.92
astrel.la,mastodon,2,False,
astrian.social,mastodon,7,False,
astro.clinic,mastodon,5,False,99.86
astrodon.social,mastodon,2709,True,
astrodon.space,mastodon,240,False,
astrolaboratory.club,mastodon,5,False,
astronomy.channel.org,mastodon,2,False,
astronomy.city,mastodon,15,True,99.94
astronomy.social,mastodon,9,True,99.98
astropug.flywheelsites.com,wordpress,3,False,100.0
astrotube-ufe.obspm.fr,peertube,63,False,95.35
astrotube.obspm.fr,peertube,94,False,95.54
astrum.social,mastodon,3,True,
async.social,mastodon,19,False,99.98
at.fedimeteo.com,snac,17,False,100.0
atalanta.collabfc.com,pleroma,4,True,98.9
atdt.cc,mastodon,1,False,99.95
atergens.com,mastodon,1,True,
aterra.info,wordpress,4,False,99.34
atheatileros.com,writefreely,1,False,99.74
atheistisch.at,wordpress,15,False,99.89
atheopagan.net,mastodon,8,False,
athleticbilbao.collabfc.com,mastodon,4,True,
atilla.im,mastodon,1,True,
atis.social,mastodon,1,False,99.89
atlantis.netwatch.uk,mastodon,1,False,
atlbbs.com,mastodon,2,True,99.98
atleticomadrid.collabfc.com,mastodon,4,True,
atmasto.com,mastodon,2,False,
atomicpoet.org,akkoma,3,False,99.52
atozofsoftwareengineering.blog,wordpress,2,False,98.92
atsuchan.page,mastodon,7,False,99.79
atsudon.fedicity.net,mastodon,1,False,99.78
atta.ch.to,mastodon,5,True,99.23
attac.no,wordpress,1,False,100.0
attendorn.social,mastodon,1,True,
atto.town,misskey,4,False,99.83
attractive.space,mastodon,51,True,
attracttheone.com,wordpress,1,False,99.76
attreno.fr,mastodon,5,True,
attronarch.com,writefreely,1,False,99.92
atx.pub,mastodon,62,True,
atx.social,mastodon,2,False,99.96
au.fedimeteo.com,snac,68,False,100.0
auckland.comedyshow.nz,wordpress,2,False,99.26
auconindustry.com,mastodon,9,False,
aucoop.upc.edu,wordpress,1,False,98.35
aucubin.social,mastodon,1,False,
audax.social,mastodon,1,False,
audio.batato.be,funkwhale,6,True,99.91
audio.kompektiva.org,funkwhale,13,False,100.0
audio.liberta.vip,funkwhale,1838,True,98.58
audio.pepemoss.com,funkwhale,215,True,98.59
audiomo.vivaldi.net,wordpress,1,False,99.9
audiophile-mastodon.com,mastodon,13,True,
aufentha.lt,wordpress,1,False,99.56
augsburg.collabfc.com,mastodon,4,True,
augsburg.social,mastodon,417,True,99.26
august-don.site,mastodon,114,True,
aungyt.com,wordpress,2,False,100.0
aural.icu,mastodon,2,False,
auralis.space,mastodon,3,True,
auroradrop.com,misskey,2,False,99.96
auroraplanet.blue,iceshrimp,37,False,99.76
aurorign.social,mastodon,8,True,
aurya.net,mastodon,1,False,
aus.social,mastodon,25788,True,
ausglam.space,hometown,261,True,99.8
ausretrogamer.com,wordpress,4,False,99.09
aussie.zone,lemmy,2714,True,99.48
authorship.studio,hubzilla,3,False,99.12
autismus-behandlungen.de,wordpress,2,False,100.0
autist.top,mastodon,2,True,
autisticgoblin.ca,wordpress,1,False,99.97
autisticnomad.blog,writefreely,1,False,100.0
autisticnomad.social,mastodon,2,False,99.99
autisticpri.de,mastodon,2,False,
autistics.life,mastodon,198,True,
autistotetis.lt,wordpress,1,False,99.96
autobots.run,mastodon,1,False,
automation.lialina.work,mastodon,4,False,
autonoma.red,gancio,8,False,99.97
autonoma.social,mastodon,2,True,
autonomous.zone,mastodon,171,True,99.06
autumnsky.jp,mastodon,1,True,
auxim.social,mastodon,1,False,
av-origins.net,mastodon,1,False,
avalatte.kr,mastodon,74,False,99.78
avali.one,mastodon,7,True,99.84
avalonjazz.ca,mobilizon,2,False,97.45
avalost.de,mastodon,3,False,
avantwhatever.org,hometown,25,True,99.71
avantwhatever.xyz,peertube,7,True,94.99
avara.dev,mastodon,6,False,
avatastic.uk,mastodon,1,False,
avdi.codes,mastodon,43,False,
avery.garden,akkoma,2,False,97.32
avgeek.social,mastodon,112,True,
aviac.dev,mastodon,1,True,
aviatealabama.com,wordpress,1,True,99.04
avision-it.social,mastodon,31,False,
avone.me,peertube,18,True,99.73
avventurierosolitario.zeruhur.icu,mastodon,1,False,
avys.group.lt,writefreely,3,False,99.87
awadwatt.com,writefreely,6,False,97.91
awai.hostdon.ne.jp,mastodon,6,True,
awarelab.io,ghost,1,False,100.0
awau.social,mastodon,10,True,99.93
awawa.cat,mastodon,5,False,
awawa.club,akkoma,10,False,95.3
awawa.gay,misskey,9,False,99.72
awawa.meo.ws,mastodon,10,True,
awawi.nexus,sharkey,8,False,97.07
awaymessage.club,mastodon,35,False,
awes.one,mastodon,1,True,
awesome.garden,hometown,5,False,99.89
awful.systems,lemmy,487,True,99.77
awiro.org,mastodon,7,False,
awjeez.help,mastodon,12,True,99.98
awkward.place,mastodon,10,True,
awoo.chat,mastodon,23,True,89.43
awoo.chown.me,mastodon,5,False,
awoo.fi,mastodon,9,True,
awoo.space,mastodon,1726,False,
awoo.town,mastodon,4,False,
awp.news,mastodon,2,False,99.96
awwter.online,mastodon,6,True,
ax.mkhost.social,misskey,147,True,98.33
axbom.me,akkoma,1,False,99.95
axfedi.derg.rest,iceshrimp,3,False,99.18
axial-spa.ispants.com,wordpress,1,True,99.74
axiomeval.social,mastodon,2,True,99.92
axismundane.social,mastodon,2,True,
axov.dev,mastodon,1,False,
ayom.media,mastodon,188,True,
az.calmo.blue,misskey,22,False,99.77
az.collabfc.com,pleroma,4,True,98.84
az.social,mastodon,45,True,99.64
azhdarchid.online,mastodon,1,False,
azuur.marjo.win,mastodon,2,True,
b.codrs.ru,sharkey,2,False,97.32
b.falai.se,mastodon,2,False,
b.j4.lc,wordpress,1,False,100.0
b.koa.im,misskey,9,False,91.72
b.kretschmann.social,mastodon,1,False,
b.lesavik.net,mastodon,2,False,
b.osmarks.net,microblogpub,1,False,94.85
b.skobk.in,mastodon,9,False,
b0o1y.com,mastodon,4,False,99.41
b0x.social,mastodon,13,True,
b2b.chat,mastodon,3,True,
b612.me,mastodon,96,False,
b68web.xyz,mastodon,5,True,
baal.ar76.eu,writefreely,2,False,99.93
babar.coissac.eu,mastodon,2,False,
babar.petite-maison-orange.fr,mastodon,1,False,
babblebox.net,mastodon,11,True,99.42
babicz.social,mastodon,1,False,
babka.social,mastodon,886,True,99.97
babsi.de,unknown,0,False,94.89
babyfurs.social,mastodon,199,True,
babyhollywood.social,mastodon,7,True,99.97
bachmann.social,mastodon,2,False,
backend.newsmast.org,mastodon,2784,True,
backend.renegados.net,mastodon,9,False,
backlight-glory.site,mastodon,6,True,
backlog.dk,wordpress,1,False,97.31
backmota.mx,mastodon,7,False,
backs.day,mastodon,1,False,
backyard.cloud,mastodon,4,True,97.68
bad.posts.gallery,sharkey,5,False,99.95
badatbeing.social,lemmy,43,True,99.13
badegg.social,mastodon,1,False,
badly.co,mastodon,2,False,97.36
badlywired.com,wordpress,2,True,99.52
badpixels.be,mastodon,2,False,
baez.link,writefreely,1,False,94.95
bagapo.vivaldi.net,wordpress,1,False,99.91
bagarrosphere.fr,mastodon,45,True,99.5
bagua.social,mastodon,3,True,100.0
baguette-it.social,mastodon,0,False,
bahn.social,mastodon,549,True,99.9
bahookey.crabapples.net,wordpress,2,False,99.89
baikalsuki.fd-sns.com,misskey,5,False,100.0
baj.ax,pleroma,1,False,99.37
baka.ink,mastodon,24,True,99.57
bakedbean.xyz,mastodon,134,True,99.73
balbc.net,misskey,4,False,97.55
baleafunk.eus,funkwhale,108,True,99.79
balkan.fedive.rs,mastodon,161,True,
ballhaus.community,mastodon,16,True,
ballhaus.media,peertube,4,False,99.96
ballioljcr.org,drupal,0,True,98.48
ballverliebt.eu,wordpress,1,True,99.55
balotta.org,gancio,40,False,99.4
baltic.social,mastodon,5,True,
bamboo.innerer-frie.de,mastodon,1,False,
bananachips.club,hometown,37,False,99.74
bananen.software,mastodon,2,False,
bandarbaru1.my.id,wordpress,1,False,99.96
banderkat.social,mastodon,7,True,100.0
bandwagon.fm,emissary,337,True,99.92
banerblog.xyz,mastodon,1,False,
bangdream.space,mastodon,473,True,
bangdream.tokyo,mastodon,10,False,
banjo.town,mastodon,12,False,
banter.danny.page,mastodon,1,False,99.94
bantu.social,mastodon,134,False,99.94
baphomets.faith,mastodon,22,True,
bar.spejset.org,mastodon,1,False,99.48
bara.gallery,mastodon,11,True,100.0
baraag.net,mastodon,295991,False,
baram.me,mastodon,7,True,99.81
baraza.africa,lemmy,706,True,98.34
barca.dix.asia,mastodon,45,True,
barcamp-kiel.de,wordpress,1,False,99.98
barcamp.social,mastodon,50,True,99.37
barcelona.collabfc.com,pleroma,5,True,98.87
bardown.space,mastodon,29,True,99.93
barelysocial.org,mastodon,1,True,99.94
bark.dogdroid.dev,mastodon,2,False,
bark.lgbt,mastodon,6363,True,99.66
bark.video,peertube,181,True,95.17
barkclub.xyz,mastodon,48,True,
barkle.chat,mastodon,448,True,
barkshark.xyz,mastodon,1,False,
barnes.social,mastodon,1,False,99.96
barnslig.eu,wordpress,1,False,100.0
barroquita.com,wordpress,61,False,98.89
barrowof.gay,mastodon,1,False,99.95
basdriver.nl,mastodon,1,False,
base.lc,mastodon,32,True,99.95
base.nospy.net,mastodon,0,False,
based.verymad.net,mastodon,1,True,
based.zone,mastodon,2,False,
bashell.com,plume,6,False,96.32
basilisk.gallery,mastodon,6,False,99.75
baskervillehall.masto.host,mastodon,33,True,
bassam.social,mastodon,1040,True,
bassrock.social,mastodon,2,False,95.36
bastodon.bida.im,mastodon,3,True,
bat.chat,mastodon,11,True,
bat.netbat.net,mastodon,4,False,
batchats.net,mastodon,22,True,
bath.social,hometown,66,True,98.55
bathcampaigns.org.uk,wordpress,8,True,99.08
battalion.mobileatom.net,wordpress,1,True,98.78
